/root/UCF-101/JugglingBalls/v_JugglingBalls_g16_c02.avi,45
/root/UCF-101/BasketballDunk/v_BasketballDunk_g18_c02.avi,8
/root/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c05.avi,0
/root/UCF-101/Billiards/v_Billiards_g16_c02.avi,11
/root/UCF-101/Shotput/v_Shotput_g24_c04.avi,78
/root/UCF-101/Punch/v_Punch_g16_c04.avi,70
/root/UCF-101/Haircut/v_Haircut_g19_c04.avi,33
/root/UCF-101/HulaHoop/v_HulaHoop_g11_c01.avi,42
/root/UCF-101/MilitaryParade/v_MilitaryParade_g17_c04.avi,52
/root/UCF-101/MilitaryParade/v_MilitaryParade_g14_c05.avi,52
/root/UCF-101/BlowingCandles/v_BlowingCandles_g21_c04.avi,13
/root/UCF-101/TableTennisShot/v_TableTennisShot_g18_c03.avi,89
/root/UCF-101/Basketball/v_Basketball_g25_c07.avi,7
/root/UCF-101/Skijet/v_Skijet_g12_c03.avi,81
/root/UCF-101/PlayingFlute/v_PlayingFlute_g14_c02.avi,61
/root/UCF-101/Kayaking/v_Kayaking_g09_c05.avi,48
/root/UCF-101/Fencing/v_Fencing_g09_c06.avi,27
/root/UCF-101/BlowDryHair/v_BlowDryHair_g08_c04.avi,12
/root/UCF-101/HeadMassage/v_HeadMassage_g09_c01.avi,38
/root/UCF-101/BaseballPitch/v_BaseballPitch_g15_c06.avi,6
/root/UCF-101/HorseRiding/v_HorseRiding_g10_c04.avi,41
/root/UCF-101/RopeClimbing/v_RopeClimbing_g20_c03.avi,74
/root/UCF-101/BrushingTeeth/v_BrushingTeeth_g18_c02.avi,19
/root/UCF-101/SumoWrestling/v_SumoWrestling_g24_c04.avi,86
/root/UCF-101/BoxingPunchingBag/v_BoxingPunchingBag_g10_c03.avi,16
/root/UCF-101/Mixing/v_Mixing_g09_c02.avi,53
/root/UCF-101/TennisSwing/v_TennisSwing_g24_c01.avi,91
/root/UCF-101/PoleVault/v_PoleVault_g19_c01.avi,67
/root/UCF-101/Haircut/v_Haircut_g23_c03.avi,33
/root/UCF-101/Kayaking/v_Kayaking_g25_c03.avi,48
/root/UCF-101/SkyDiving/v_SkyDiving_g12_c02.avi,82
/root/UCF-101/FrontCrawl/v_FrontCrawl_g08_c01.avi,31
/root/UCF-101/PlayingGuitar/v_PlayingGuitar_g23_c01.avi,62
/root/UCF-101/Haircut/v_Haircut_g14_c01.avi,33
/root/UCF-101/ParallelBars/v_ParallelBars_g14_c02.avi,56
/root/UCF-101/BandMarching/v_BandMarching_g19_c05.avi,5
/root/UCF-101/Skijet/v_Skijet_g19_c04.avi,81
/root/UCF-101/Rafting/v_Rafting_g24_c03.avi,72
/root/UCF-101/CricketBowling/v_CricketBowling_g21_c05.avi,22
/root/UCF-101/Surfing/v_Surfing_g08_c02.avi,87
/root/UCF-101/Shotput/v_Shotput_g17_c03.avi,78
/root/UCF-101/PlayingFlute/v_PlayingFlute_g17_c02.avi,61
/root/UCF-101/HandstandWalking/v_HandstandWalking_g08_c01.avi,37
/root/UCF-101/Diving/v_Diving_g22_c02.avi,25
/root/UCF-101/JavelinThrow/v_JavelinThrow_g11_c06.avi,44
/root/UCF-101/StillRings/v_StillRings_g20_c03.avi,85
/root/UCF-101/BrushingTeeth/v_BrushingTeeth_g20_c03.avi,19
/root/UCF-101/Mixing/v_Mixing_g16_c04.avi,53
/root/UCF-101/CricketShot/v_CricketShot_g21_c04.avi,23
/root/UCF-101/PommelHorse/v_PommelHorse_g12_c05.avi,68
/root/UCF-101/HorseRace/v_HorseRace_g17_c02.avi,40
/root/UCF-101/BrushingTeeth/v_BrushingTeeth_g19_c01.avi,19
/root/UCF-101/BandMarching/v_BandMarching_g10_c01.avi,5
/root/UCF-101/WalkingWithDog/v_WalkingWithDog_g10_c05.avi,97
/root/UCF-101/TaiChi/v_TaiChi_g10_c01.avi,90
/root/UCF-101/Diving/v_Diving_g10_c07.avi,25
/root/UCF-101/HorseRace/v_HorseRace_g25_c01.avi,40
/root/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c02.avi,0
/root/UCF-101/BlowDryHair/v_BlowDryHair_g16_c03.avi,12
/root/UCF-101/Kayaking/v_Kayaking_g16_c01.avi,48
/root/UCF-101/BenchPress/v_BenchPress_g17_c04.avi,9
/root/UCF-101/GolfSwing/v_GolfSwing_g24_c04.avi,32
/root/UCF-101/WalkingWithDog/v_WalkingWithDog_g19_c02.avi,97
/root/UCF-101/WritingOnBoard/v_WritingOnBoard_g12_c02.avi,99
/root/UCF-101/HorseRace/v_HorseRace_g13_c01.avi,40
/root/UCF-101/Billiards/v_Billiards_g25_c01.avi,11
/root/UCF-101/RopeClimbing/v_RopeClimbing_g14_c01.avi,74
/root/UCF-101/WritingOnBoard/v_WritingOnBoard_g11_c01.avi,99
/root/UCF-101/Haircut/v_Haircut_g09_c03.avi,33
/root/UCF-101/ShavingBeard/v_ShavingBeard_g21_c05.avi,77
/root/UCF-101/PullUps/v_PullUps_g08_c02.avi,69
/root/UCF-101/PoleVault/v_PoleVault_g25_c07.avi,67
/root/UCF-101/Kayaking/v_Kayaking_g20_c03.avi,48
